"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.260188963E1,2.735920995E-2,-1.015392020E-1,-1.940209568E-1
1.261199095E1,2.749975584E-2,-9.742031991E-2,-1.848340333E-1
1.262206175E1,2.766165510E-2,-8.941865712E-2,-1.707797348E-1
1.263213255E1,3.076959774E-2,-8.440423757E-2,-1.625529975E-1
1.264223387E1,3.389873728E-2,-8.043603599E-2,-1.640410572E-1
1.265309813E1,3.704008833E-2,-7.752048969E-2,-1.733011305E-1
1.267275145E1,4.136783630E-2,-7.195708901E-2,-1.869189739E-1
1.268291380E1,4.252757877E-2,-6.831943989E-2,-1.893364638E-1
1.270262816E1,3.794654086E-2,-6.223012507E-2,-1.883081198E-1
1.271269896E1,3.708144650E-2,-5.688484013E-2,-1.829136759E-1
1.272276976E1,3.619848192E-2,-5.163754895E-2,-1.755589992E-1
1.273284056E1,3.725456819E-2,-4.361977801E-2,-1.662365645E-1
1.274291136E1,3.829252347E-2,-3.672013432E-2,-1.656496525E-1
1.275298216E1,3.930444643E-2,-3.289263323E-2,-1.660137773E-1
1.276305296E1,4.221728817E-2,-3.116244823E-2,-1.712236553E-1
1.277312376E1,4.313989729E-2,-3.057501651E-2,-1.764094383E-1
1.278319456E1,4.399434105E-2,-3.303052858E-2,-1.796366125E-1
1.279326536E1,4.382672533E-2,-3.659387678E-2,-1.818728745E-1
1.280333616E1,4.361785576E-2,-3.833528236E-2,-1.860377789E-1
1.281340696E1,4.336674511E-2,-4.115408286E-2,-1.882449538E-1
1.282344725E1,4.210781679E-2,-4.212215543E-2,-1.894686371E-1
1.283379271E1,4.179700464E-2,-4.318312928E-2,-1.897055805E-1
1.285365965E1,4.595027864E-2,-4.556600377E-2,-1.901453435E-1
1.286376097E1,4.652181268E-2,-4.590227455E-2,-1.903515011E-1
1.287383177E1,4.516551271E-2,-4.632073641E-2,-1.905435324E-1
1.288387205E1,4.382475093E-2,-4.680206999E-2,-1.907231063E-1
1.289394285E1,4.248097166E-2,-4.732486978E-2,-1.908976883E-1
1.290404417E1,4.211202264E-2,-4.690505192E-2,-1.891211569E-1
1.291411497E1,4.267217591E-2,-4.649219662E-2,-1.873462945E-1
1.292418577E1,4.233268648E-2,-4.610781744E-2,-1.855647564E-1
1.293425657E1,4.393162578E-2,-4.474455491E-2,-1.847550571E-1
1.294432738E1,4.262510315E-2,-4.337744787E-2,-1.839453578E-1
1.295439818E1,4.035767540E-2,-4.200265184E-2,-1.782724112E-1
1.296446898E1,3.808396682E-2,-4.158387333E-2,-1.755207628E-1
1.297453978E1,3.678450733E-2,-3.919569775E-2,-1.756936759E-1
1.298461058E1,3.743247315E-2,-3.774639592E-2,-1.758690774E-1
1.299468138E1,3.712680191E-2,-3.529504314E-2,-1.741041839E-1
1.300487425E1,3.684202582E-2,-3.184662387E-2,-1.703948379E-1
1.301521971E1,3.658660129E-2,-2.935796231E-2,-1.686316133E-1
1.303539183E1,4.096874967E-2,-2.729815990E-2,-1.709410101E-1
1.305510618E1,4.460967332E-2,-2.640106156E-2,-1.761201322E-1
1.306517698E1,4.636879638E-2,-2.598945610E-2,-1.821156144E-1
1.307527830E1,4.505832493E-2,-2.362860925E-2,-1.793664545E-1
1.308534910E1,4.282124341E-2,-2.132242359E-2,-1.727133840E-1
1.309541990E1,3.961894661E-2,-2.001475729E-2,-1.718937010E-1
1.310549071E1,3.939864784E-2,-1.875738613E-2,-1.846818924E-1
1.311556150E1,3.826924786E-2,-1.660541072E-2,-1.974518001E-1
1.312560179E1,3.609087691E-2,-9.682696313E-3,-1.936742961E-1
1.313570311E1,3.103665821E-2,9.764893330E-4,-1.801395565E-1
1.314586546E1,2.605866082E-2,1.047993265E-2,-1.597614139E-1
1.315605833E1,2.019224502E-2,1.493383292E-2,-1.539396942E-1
1.316622068E1,1.536476891E-2,1.531395409E-2,-1.665666103E-1
1.317638304E1,1.253885124E-2,1.454248931E-2,-1.859737784E-1
1.319686033E1,1.193863992E-2,1.058935467E-2,-2.285880595E-1
1.321623900E1,5.779388826E-3,1.110498141E-2,-2.253933102E-1
1.322630980E1,-6.037981366E-4,1.464941725E-2,-2.174442261E-1
1.323638060E1,-4.974671174E-3,2.003502101E-2,-2.114213109E-1
1.324645140E1,-6.351232994E-3,2.918743901E-2,-2.053709626E-1
1.325652220E1,-4.728496540E-3,3.916525468E-2,-1.954009384E-1
1.326659300E1,-3.989037126E-3,4.803055525E-2,-1.902658939E-1
1.327666380E1,-3.150754841E-3,5.380032957E-2,-1.987145692E-1
1.328673460E1,-2.196399495E-3,5.257891491E-2,-2.168564945E-1
1.329680540E1,-1.431948767E-4,5.017764866E-2,-2.339825034E-1
1.330687620E1,4.953004885E-3,4.660161957E-2,-2.403662205E-1
1.331691649E1,7.241680752E-3,4.479702935E-2,-2.369835675E-1
1.332701780E1,7.677396294E-3,4.769636318E-2,-2.189788371E-1
1.333708861E1,6.235939451E-3,5.239685252E-2,-1.931622028E-1
1.334715941E1,2.904528286E-3,5.985857546E-2,-1.741282940E-1
1.335723021E1,5.902891862E-4,6.717076153E-2,-1.550694406E-1
1.336730101E1,-7.101551746E-4,7.432177663E-2,-1.486308724E-1
1.337764647E1,-1.002883771E-3,7.841155678E-2,-1.480048895E-1
1.339748289E1,1.398539986E-3,8.040558547E-2,-1.671310812E-1
1.340758421E1,2.120645484E-3,7.640017569E-2,-1.946735382E-1
1.341762449E1,8.917985833E-4,7.327587157E-2,-2.153925300E-1
1.342769530E1,-2.288104501E-3,6.911438704E-2,-2.117846012E-1
1.343779661E1,-6.438833661E-3,6.488120556E-2,-1.877345145E-1
1.344786741E1,-1.155259460E-2,6.545325369E-2,-1.568667591E-1
1.345790770E1,-1.567147486E-2,6.690286845E-2,-1.454444230E-1
1.346797850E1,-1.880253665E-2,7.315284014E-2,-1.573597342E-1
1.347804930E1,-2.191889472E-2,7.933048159E-2,-1.751042753E-1
1.348815062E1,-2.404733561E-2,8.641987294E-2,-1.899217218E-1
1.349831297E1,-2.614595182E-2,9.245380014E-2,-2.047275156E-1
1.350844481E1,-3.014169075E-2,9.743600339E-2,-2.185465544E-1
1.351863768E1,-3.406728804E-2,1.004076675E-1,-2.304069996E-1
1.352883055E1,-3.984615579E-2,1.052443907E-1,-2.325227112E-1
1.353899290E1,-4.453563318E-2,1.099591181E-1,-2.297477573E-1
1.355940916E1,-4.714519531E-2,1.174403727E-1,-2.220804989E-1
1.357878782E1,-4.338077456E-2,1.511875987E-1,-2.017497420E-1
1.358885862E1,-4.057532549E-2,1.625851989E-1,-2.153168768E-1
1.359892943E1,-3.574702144E-2,1.746978611E-1,-2.385772020E-1
1.360900023E1,-3.378172964E-2,1.845980287E-1,-2.481781244E-1
1.361907103E1,-3.274694458E-2,1.951911300E-1,-2.489853352E-1
1.362917234E1,-3.167293221E-2,2.045055628E-1,-2.478056997E-1
1.363930418E1,-2.959473431E-2,2.144730836E-1,-2.417212576E-1
1.364946654E1,-2.749081701E-2,2.240680754E-1,-2.336441725E-1
1.365965941E1,-2.538217418E-2,2.361959070E-1,-2.226000726E-1
1.366979124E1,-2.230842039E-2,2.488524318E-1,-2.144223750E-1
1.368956663E1,-1.331353839E-2,2.716687322E-1,-2.173502743E-1
1.369963743E1,-9.356142953E-3,2.768870592E-1,-2.303945273E-1
1.370967772E1,-3.506559879E-3,2.805943191E-1,-2.443565577E-1
1.371974852E1,-6.400125567E-4,2.818555236E-1,-2.524311841E-1
1.372984984E1,-7.659055409E-4,2.807452977E-1,-2.507427335E-1
1.374019530E1,-9.831917705E-4,2.792766690E-1,-2.441653311E-1
1.376006224E1,-1.713610371E-3,2.802682221E-1,-2.416614145E-1
1.377013304E1,6.838646368E-4,2.817875445E-1,-2.486619502E-1
1.378020384E1,3.944301978E-3,2.839976251E-1,-2.478697002E-1
1.379027464E1,5.153872538E-3,2.849530280E-1,-2.460981607E-1
1.380034544E1,5.284025799E-3,2.846809924E-1,-2.375122905E-1
1.381041624E1,4.342296161E-3,2.851604521E-1,-2.415749431E-1
1.382051756E1,4.288520198E-3,2.835243046E-1,-2.514818013E-1
1.383055784E1,6.109734531E-3,2.836838663E-1,-2.672353089E-1
1.384062864E1,9.809887968E-3,2.827773094E-1,-2.742500007E-1
1.385069944E1,1.344561484E-2,2.827641070E-1,-2.676617801E-1
1.386080076E1,1.507011801E-2,2.817276716E-1,-2.523380518E-1
1.387084105E1,1.176510099E-2,2.796862423E-1,-2.360649556E-1
1.388091185E1,7.426701486E-3,2.766684294E-1,-2.266286463E-1
1.389098265E1,4.005871713E-3,2.736608982E-1,-2.298682928E-1
1.390108397E1,1.507910551E-3,2.687632740E-1,-2.418950200E-1
1.391112425E1,-5.850414891E-5,2.668607533E-1,-2.471456379E-1
1.392150023E1,-3.600343131E-3,2.650637627E-1,-2.368655354E-1
1.394133665E1,-1.269186754E-2,2.647807896E-1,-2.203048021E-1
1.395140745E1,-1.434629783E-2,2.653227448E-1,-2.305607945E-1
1.396147825E1,-1.308289915E-2,2.659738362E-1,-2.418235093E-1
1.397154905E1,-1.374426577E-2,2.638103366E-1,-2.385190129E-1
1.398168089E1,-1.630239375E-2,2.597893476E-1,-2.196738422E-1
1.399184324E1,-2.169849165E-2,2.558585405E-1,-1.998800933E-1
1.400258543E1,-2.892339043E-2,2.491158992E-1,-1.878874600E-1
1.402181150E1,-3.611841425E-2,2.370182276E-1,-1.950983405E-1
1.403182127E1,-3.509230167E-2,2.316987216E-1,-2.065165192E-1
1.404198362E1,-3.197017685E-2,2.265472859E-1,-2.160110325E-1
1.405205443E1,-2.677396126E-2,2.206131220E-1,-2.128844410E-1
1.406212523E1,-2.343158796E-2,2.129224837E-1,-2.019991279E-1
1.407219603E1,-1.905744150E-2,2.083472311E-1,-1.950334907E-1
1.408226683E1,-1.270714216E-2,2.049484402E-1,-2.036659271E-1
1.409233763E1,-5.372561514E-3,2.036807388E-1,-2.132984400E-1
1.410304930E1,-1.932975021E-3,2.026112378E-1,-2.180992961E-1
1.412261107E1,5.836802069E-3,2.038772404E-1,-2.093014419E-1
1.413277342E1,9.156989865E-3,2.071496397E-1,-2.073769420E-1
1.414296629E1,1.337682270E-2,2.114874125E-1,-2.122875452E-1
1.415315916E1,2.043000236E-2,2.168558538E-1,-2.211128473E-1
1.417284300E1,3.325669840E-2,2.325403690E-1,-2.320205867E-1
1.418297484E1,3.609919176E-2,2.408542484E-1,-2.331270874E-1
1.419307615E1,3.785909340E-2,2.471948564E-1,-2.274408489E-1
1.420311644E1,3.563318402E-2,2.515631318E-1,-2.237181962E-1
1.421321776E1,3.625407442E-2,2.549397647E-1,-2.229317725E-1
1.422328856E1,3.678933904E-2,2.534365058E-1,-2.221636176E-1
1.423335936E1,3.624607250E-2,2.470546663E-1,-2.194685042E-1
1.424339964E1,3.848502785E-2,2.407083362E-1,-2.206896842E-1
1.425347044E1,4.055880383E-2,2.353604138E-1,-2.209640294E-1
1.426354124E1,4.340882972E-2,2.290692031E-1,-2.300220877E-1
1.427361204E1,4.312332347E-2,2.257300764E-1,-2.264640331E-1
1.428383543E1,4.262240231E-2,2.234017551E-1,-2.190445215E-1
1.430385496E1,4.396098107E-2,2.167937458E-1,-2.013623416E-1
1.431392576E1,4.196706042E-2,2.144293487E-1,-1.969338953E-1
1.432402708E1,3.792591020E-2,2.120354474E-1,-1.954400241E-1
1.433409788E1,3.285304084E-2,2.105635107E-1,-1.998011321E-1
1.434413817E1,3.067420237E-2,2.090493739E-1,-2.041730285E-1
1.435420897E1,3.044055030E-2,2.113862634E-1,-2.075822800E-1
1.436431028E1,3.119461052E-2,2.117570192E-1,-2.100313455E-1
1.437435057E1,3.099685721E-2,2.111383826E-1,-2.144373357E-1
1.439449217E1,3.263980523E-2,2.148278952E-1,-2.252287120E-1
1.440456297E1,3.254238889E-2,2.172160298E-1,-2.189697027E-1
1.441463377E1,3.054436110E-2,2.167661488E-1,-2.117496878E-1
1.442470457E1,3.053692915E-2,2.154546082E-1,-2.064907551E-1
1.443477537E1,3.155280650E-2,2.152450383E-1,-2.138928324E-1
1.444487669E1,3.358699381E-2,2.161425203E-1,-2.242278010E-1
1.445494749E1,3.274148703E-2,2.171647996E-1,-2.258214355E-1
1.446535399E1,3.290411457E-2,2.183006555E-1,-2.254822552E-1
1.448549559E1,3.621760011E-2,2.198324203E-1,-2.199764252E-1
1.449568846E1,3.740711510E-2,2.201692015E-1,-2.157815993E-1
1.451537230E1,4.077619314E-2,2.208424062E-1,-2.132618576E-1
1.452544310E1,4.003018886E-2,2.211617827E-1,-2.139626592E-1
1.453551390E1,3.928304091E-2,2.214421332E-1,-2.107828557E-1
1.454561522E1,3.950417414E-2,2.197562158E-1,-2.066412121E-1
1.455565550E1,4.068594426E-2,2.170570344E-1,-2.112658620E-1
1.456572630E1,3.894215077E-2,2.153202742E-1,-2.168756127E-1
1.457579710E1,3.912966326E-2,2.116301805E-1,-2.205525339E-1
1.458586790E1,3.832624480E-2,2.079379261E-1,-2.193762064E-1
1.459599974E1,3.944618627E-2,2.033206373E-1,-2.172413915E-1
1.460619261E1,4.248185828E-2,1.977842599E-1,-2.131753862E-1
1.461638548E1,4.256981984E-2,1.913542151E-1,-2.130166143E-1
1.462654783E1,4.067560658E-2,1.840583384E-1,-2.109275013E-1
1.463762571E1,3.972005472E-2,1.768942624E-1,-2.146908939E-1
1.465727904E1,3.675712645E-2,1.640257984E-1,-2.271291167E-1
1.467653563E1,3.470309079E-2,1.586860716E-1,-2.201634794E-1
1.468657591E1,3.464198858E-2,1.562633365E-1,-2.064840943E-1
1.469664671E1,3.166887909E-2,1.540181041E-1,-2.025444657E-1
1.470674803E1,2.968436107E-2,1.529229283E-1,-2.102882117E-1
1.471681883E1,2.772696503E-2,1.529610902E-1,-2.131762207E-1
1.472685911E1,2.774702199E-2,1.521853060E-1,-2.063419521E-1
1.473692991E1,2.488660626E-2,1.525516659E-1,-1.936767846E-1
1.474697020E1,2.012895979E-2,1.530660689E-1,-1.849088520E-1
1.475710203E1,1.542945579E-2,1.527523100E-1,-1.848997176E-1
1.476711180E1,1.273862924E-2,1.506389678E-1,-1.917040646E-1
1.477718260E1,1.108534075E-2,1.477093846E-1,-2.043484300E-1
1.478722288E1,1.144525036E-2,1.459227651E-1,-2.150500119E-1
1.479729368E1,1.186922379E-2,1.433255225E-1,-2.169986367E-1
1.480736448E1,1.137786172E-2,1.408714354E-1,-2.082448304E-1
1.481743528E1,9.963734075E-3,1.385696083E-1,-2.033866048E-1
1.482759764E1,6.646455731E-3,1.344615668E-1,-1.985300332E-1
1.484758665E1,6.973891985E-3,1.363928467E-1,-2.092532218E-1
1.485759642E1,8.687242866E-3,1.423267722E-1,-2.121828049E-1
1.486775877E1,1.047005970E-2,1.483067870E-1,-2.083013803E-1
1.487782957E1,1.232317649E-2,1.542563885E-1,-2.073386908E-1
1.488790037E1,1.521611866E-2,1.611232460E-1,-2.122119069E-1
1.489800169E1,1.913464814E-2,1.688654125E-1,-2.190311998E-1
1.490804197E1,2.017572150E-2,1.774533689E-1,-2.190445215E-1
1.491814329E1,1.929847151E-2,1.878207773E-1,-2.180868387E-1
1.492821409E1,1.941397414E-2,1.989639103E-1,-2.181076258E-1
1.493831541E1,2.051287331E-2,2.098936290E-1,-2.191060334E-1
1.494847777E1,2.064635232E-2,2.205745727E-1,-2.181658000E-1
1.495867064E1,2.078055963E-2,2.309997082E-1,-2.172347456E-1
1.496883299E1,2.285761386E-2,2.382297516E-1,-2.192290574E-1
1.497899534E1,2.687408403E-2,2.442277968E-1,-2.183162868E-1
1.499870970E1,3.293190897E-2,2.428755164E-1,-2.184675783E-1
1.500951292E1,3.497877717E-2,2.394741476E-1,-2.243973911E-1
1.502892210E1,3.804489598E-2,2.312529236E-1,-2.392090112E-1
1.503902342E1,3.513542935E-2,2.255004495E-1,-2.325301915E-1
1.504906370E1,3.021167591E-2,2.215767801E-1,-2.268406302E-1
1.505913450E1,2.812880464E-2,2.194897979E-1,-2.270052433E-1
1.506920530E1,2.985098958E-2,2.163194716E-1,-2.291350663E-1
1.507933714E1,3.148458153E-2,2.140025496E-1,-2.322550267E-1
1.508949949E1,3.497540206E-2,2.125456482E-1,-2.285847366E-1
1.509966185E1,3.740748018E-2,2.109886110E-1,-2.210413367E-1
1.510985472E1,4.073198140E-2,2.064393610E-1,-2.203288972E-1
1.512001707E1,4.398020729E-2,2.028411031E-1,-2.206048965E-1
1.513970091E1,5.025771633E-2,1.994976252E-1,-2.182896733E-1
1.514977171E1,5.232442915E-2,1.978763342E-1,-2.176412642E-1
1.515984251E1,5.335183069E-2,1.972930282E-1,-2.208991945E-1
1.516991331E1,5.334398896E-2,1.987579912E-1,-2.105492502E-1
1.518001463E1,5.229917541E-2,1.993726492E-1,-2.060476542E-1
1.519029905E1,5.312534794E-2,1.981713623E-1,-1.976687759E-1
1.521022703E1,6.232687086E-2,1.885612011E-1,-1.965057552E-1
1.522032835E1,6.388772279E-2,1.841065288E-1,-1.930175573E-1
1.523039915E1,6.342893839E-2,1.798843741E-1,-1.963478029E-1
1.524050047E1,6.290884316E-2,1.758917123E-1,-1.996822357E-1
1.525054075E1,6.233502552E-2,1.711361408E-1,-1.991294175E-1
1.526061155E1,5.977747217E-2,1.665816158E-1,-1.966354549E-1
1.527068236E1,5.719383061E-2,1.622093916E-1,-1.853885204E-1
1.528078367E1,5.167448893E-2,1.570253372E-1,-1.819269210E-1
1.529085447E1,4.614782333E-2,1.510259360E-1,-1.901411861E-1
1.530089476E1,4.061840102E-2,1.442029327E-1,-2.022485286E-1
1.531096556E1,3.704372421E-2,1.365576386E-1,-1.997620463E-1
1.532106688E1,3.348853439E-2,1.271409988E-1,-1.933808476E-1
1.533110716E1,3.093664162E-2,1.159873828E-1,-1.860228181E-1
1.534114744E1,2.647894435E-2,1.050626114E-1,-1.786573231E-1
1.536131956E1,1.287434064E-2,8.397121727E-2,-1.794603765E-1
1.537169554E1,4.750162829E-3,7.484187186E-2,-1.798377931E-1
1.539153196E1,-6.282908842E-3,4.881474748E-2,-1.795618087E-1
1.540160277E1,-1.016740780E-2,3.005756997E-2,-1.759829670E-1
1.541167357E1,-1.299529895E-2,1.175772306E-2,-1.840526015E-1
1.542174437E1,-1.179554872E-2,-7.017328404E-3,-1.959828734E-1
1.543190672E1,-1.331660338E-2,-2.532112598E-2,-2.049594671E-1
1.544206907E1,-1.556309033E-2,-4.320736602E-2,-2.031945735E-1
1.545226195E1,-1.948021725E-2,-5.875741690E-2,-1.936069429E-1
1.546242430E1,-2.216070704E-2,-7.095713913E-2,-1.907896101E-1
1.548216917E1,-3.070215695E-2,-9.412925690E-2,-2.054225057E-1
1.549223997E1,-3.368212655E-2,-1.039158404E-1,-2.053526789E-1
1.550231077E1,-3.358439356E-2,-1.148167327E-1,-2.062039524E-1
1.551238157E1,-2.946696989E-2,-1.249847636E-1,-2.118727118E-1
1.552245238E1,-2.330065332E-2,-1.335172206E-1,-2.145844847E-1
1.553252318E1,-1.802837104E-2,-1.404688209E-1,-2.221253961E-1
1.554259398E1,-1.366575807E-2,-1.487925947E-1,-2.296338677E-1
1.555342772E1,-9.250721894E-3,-1.575223207E-1,-2.332243323E-1
1.557308104E1,-1.101234090E-2,-1.723961085E-1,-2.218369097E-1
1.559325316E1,-1.558189932E-2,-1.832697392E-1,-2.181442082E-1
1.560341551E1,-1.395723969E-2,-1.884642094E-1,-2.264840007E-1
1.561357786E1,-1.039825473E-2,-1.941504329E-1,-2.328618765E-1
1.563323118E1,-4.810745013E-4,-2.070728987E-1,-2.290461212E-1
1.564330198E1,1.954329433E-3,-2.143523395E-1,-2.315068394E-1
1.565337278E1,1.401189948E-3,-2.231817842E-1,-2.407743931E-1
1.566344359E1,-1.928662532E-4,-2.335785925E-1,-2.451745719E-1
1.567351439E1,-5.741408095E-3,-2.436128259E-1,-2.447106838E-1
1.568358519E1,-1.037399098E-2,-2.494413555E-1,-2.384117693E-1
1.569365599E1,-1.504980214E-2,-2.578606009E-1,-2.272488028E-1
1.570369627E1,-2.073410898E-2,-2.679361701E-1,-2.190071046E-1
1.571376707E1,-2.741002478E-2,-2.815583646E-1,-2.166037709E-1
1.572383787E1,-3.019743972E-2,-2.987027764E-1,-2.200371176E-1
1.573418333E1,-3.103208542E-2,-3.173923790E-1,-2.293079942E-1
1.575405028E1,-2.972722612E-2,-3.611215353E-1,-2.342219204E-1
1.576412108E1,-3.146494552E-2,-3.831667304E-1,-2.201368809E-1
1.577422239E1,-3.510820493E-2,-4.075248837E-1,-2.128611654E-1
1.578429320E1,-4.161484167E-2,-4.321954548E-1,-2.153127193E-1
1.579436400E1,-4.901660234E-2,-4.532604218E-1,-2.041414529E-1
1.580443480E1,-5.826067552E-2,-4.707108736E-1,-1.929709911E-1
1.581447508E1,-6.834869087E-2,-4.854936004E-1,-1.701254845E-1
1.582457640E1,-7.244730741E-2,-4.995749593E-1,-1.472833157E-1
1.583461668E1,-7.248903066E-2,-5.100167394E-1,-1.409860551E-1
1.584471800E1,-7.430619001E-2,-5.178173780E-1,-1.541566700E-1
1.585478880E1,-7.595137507E-2,-5.210664272E-1,-1.692858636E-1
1.586482908E1,-7.450679690E-2,-5.178636312E-1,-1.883255839E-1
1.587493040E1,-7.288926095E-2,-5.131266713E-1,-2.034971714E-1
1.588497068E1,-7.208137214E-2,-5.059294105E-1,-2.031297237E-1
1.589510252E1,-7.403336465E-2,-5.002248883E-1,-1.862531006E-1
1.590514280E1,-7.680368423E-2,-4.989723265E-1,-1.606575847E-1
1.591551878E1,-7.942941040E-2,-4.983136356E-1,-1.467745304E-1
1.593553831E1,-8.526231349E-2,-4.939805269E-1,-1.561069340E-1
1.594573118E1,-8.557493985E-2,-4.913164675E-1,-1.627899110E-1
1.595589354E1,-8.384402841E-2,-4.893484712E-1,-1.811986715E-1
1.597566893E1,-7.435341924E-2,-4.876392484E-1,-2.298591584E-1
1.598570921E1,-7.149180770E-2,-4.879981577E-1,-2.357922941E-1
1.599584105E1,-7.345648110E-2,-4.901960194E-1,-2.301110625E-1
1.600588133E1,-7.537365705E-2,-4.933155775E-1,-2.060035914E-1
1.601592161E1,-7.723103464E-2,-4.973996580E-1,-1.819535196E-1
1.602599241E1,-7.902595401E-2,-5.024963021E-1,-1.676888913E-1
1.603606321E1,-8.077380806E-2,-5.037841201E-1,-1.680712998E-1
1.604613402E1,-8.054561168E-2,-5.003408790E-1,-1.704555154E-1
1.605620482E1,-7.932850718E-2,-4.951232970E-1,-1.787296534E-1
1.606636717E1,-7.811680436E-2,-4.891406298E-1,-1.880279779E-1
1.607656004E1,-7.595027983E-2,-4.833941162E-1,-1.895941645E-1
1.608666136E1,-7.381290197E-2,-4.788666070E-1,-1.756437868E-1
1.609752562E1,-6.977024674E-2,-4.736037254E-1,-1.568767428E-1
1.611662962E1,-6.476398557E-2,-4.608284533E-1,-1.438083798E-1
1.612666990E1,-6.282939762E-2,-4.522964358E-1,-1.436679065E-1
1.613677122E1,-6.192622334E-2,-4.410322011E-1,-1.474645436E-1
1.614684202E1,-6.108586490E-2,-4.299684167E-1,-1.542240083E-1
1.615691282E1,-6.031320244E-2,-4.200983644E-1,-1.629719883E-1
1.616695311E1,-5.766934901E-2,-4.114323556E-1,-1.688394397E-1
1.617708494E1,-5.413005129E-2,-4.030078053E-1,-1.640443802E-1
1.618712523E1,-5.164612085E-2,-3.938606381E-1,-1.495569646E-1
1.619719603E1,-4.924692959E-2,-3.840098083E-1,-1.341301650E-1
1.620726683E1,-4.693498090E-2,-3.754144311E-1,-1.226255223E-1
1.621733763E1,-4.567900673E-2,-3.680793047E-1,-1.325514913E-1
1.622740843E1,-4.449469224E-2,-3.610635996E-1,-1.512578577E-1
1.623747923E1,-4.435414448E-2,-3.553523123E-1,-1.787412912E-1
1.624751951E1,-4.719647765E-2,-3.499967456E-1,-1.935928166E-1
1.625762083E1,-5.106591061E-2,-3.430766463E-1,-1.958091259E-1
1.626766112E1,-5.108461529E-2,-3.355914354E-1,-1.844117343E-1
1.627803709E1,-4.919533804E-2,-3.295138478E-1,-1.642605215E-1
1.629787352E1,-4.263279587E-2,-3.166466355E-1,-1.453637928E-1
1.630794432E1,-3.798540309E-2,-3.088643253E-1,-1.544010639E-1
1.631801512E1,-2.952962928E-2,-3.024456799E-1,-1.731664538E-1
1.632811644E1,-2.603392862E-2,-2.983523607E-1,-1.890122592E-1
1.633815672E1,-2.652560361E-2,-2.956127524E-1,-1.941547990E-1
1.634825804E1,-3.002281114E-2,-2.912891507E-1,-1.924813390E-1
1.635832884E1,-3.456680849E-2,-2.834301293E-1,-1.869123280E-1
1.636836912E1,-4.013867676E-2,-2.740044296E-1,-1.852239221E-1
1.638851072E1,-4.357109219E-2,-2.523634136E-1,-1.438657492E-1
1.639861204E1,-3.655698523E-2,-2.440245301E-1,-1.217044219E-1
1.640871336E1,-2.665684745E-2,-2.379886359E-1,-1.150937602E-1
1.641887571E1,-1.875265688E-2,-2.323060334E-1,-1.347361952E-1
1.642906859E1,-1.383030787E-2,-2.269434035E-1,-1.660387218E-1
1.643926146E1,-1.189967152E-2,-2.189903706E-1,-1.934365332E-1
1.644939329E1,-1.295799296E-2,-2.113404572E-1,-1.857958734E-1
1.645976927E1,-1.797376201E-2,-2.040055096E-1,-1.684104651E-1
1.647917845E1,-3.301987797E-2,-1.999521106E-1,-1.073234156E-1
1.648921873E1,-3.621292487E-2,-2.031735778E-1,-1.142150536E-1
1.649928953E1,-3.165651113E-2,-2.095396221E-1,-1.434708685E-1
1.650929930E1,-2.130673267E-2,-2.141394019E-1,-1.766106188E-1
1.651943113E1,-1.393006649E-2,-2.189025730E-1,-2.019633800E-1
1.652953245E1,-6.616060622E-3,-2.238013446E-1,-2.088284194E-1
1.653960325E1,-3.263450693E-3,-2.278452814E-1,-2.020731121E-1
1.654973509E1,-4.841919523E-3,-2.290466577E-1,-1.943509877E-1
1.655989744E1,-1.036889851E-2,-2.303141057E-1,-1.914962381E-1
1.657005980E1,-1.690369844E-2,-2.296760529E-1,-1.896216124E-1
1.658022215E1,-1.956594735E-2,-2.281187922E-1,-1.789948344E-1
1.659041502E1,-2.029013261E-2,-2.266404927E-1,-1.683680713E-1
1.661009886E1,-1.301956270E-2,-2.278295904E-1,-1.772723496E-1
1.662013914E1,-7.003663573E-3,-2.255853415E-1,-2.055663168E-1
1.663024046E1,-2.989011351E-3,-2.233459651E-1,-2.163601816E-1
1.664070799E1,-1.951835584E-3,-2.162737250E-1,-2.184044123E-1
1.666045286E1,-1.169475075E-2,-1.974658370E-1,-1.660736352E-1
1.667052366E1,-1.660281233E-2,-1.906033009E-1,-1.428282559E-1
1.668062498E1,-1.859252527E-2,-1.876932532E-1,-1.244477779E-1
1.669066526E1,-1.862338744E-2,-1.877589375E-1,-1.187141612E-1
1.670073607E1,-1.571937837E-2,-1.907763183E-1,-1.314674467E-1
1.671080687E1,-1.086181961E-2,-1.957489401E-1,-1.597946733E-1
1.672087767E1,-5.037747324E-3,-2.007047683E-1,-1.852122843E-1
1.673094847E1,-4.103966989E-3,-2.066018432E-1,-2.028603852E-1
1.674104979E1,-7.099628914E-3,-2.134627253E-1,-1.923067719E-1
1.675109007E1,-1.207237784E-2,-2.163923830E-1,-1.691212505E-1
1.676116087E1,-1.803985238E-2,-2.173684686E-1,-1.410808265E-1
1.677123167E1,-2.206946909E-2,-2.154400051E-1,-1.188845858E-1
1.678133299E1,-2.414480783E-2,-2.144918889E-1,-1.112863198E-1
1.679137327E1,-2.328241616E-2,-2.135883570E-1,-1.153664365E-1
1.680144407E1,-1.948193274E-2,-2.137201130E-1,-1.281986982E-1
1.681151488E1,-1.468880195E-2,-2.139118463E-1,-1.439497173E-1
