"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.877631303E1,-4.767973721E-2,-1.796235144E-1,-1.392976493E-1
4.878647538E1,-4.343813658E-2,-1.806383580E-1,-1.499086171E-1
4.879666825E1,-3.813041747E-2,-1.834750324E-1,-1.585925817E-1
4.880683061E1,-3.565562889E-2,-1.842713207E-1,-1.614556462E-1
4.881699296E1,-3.310893103E-2,-1.820495129E-1,-1.565525234E-1
4.883664628E1,-3.570168838E-2,-1.667422205E-1,-1.175976992E-1
4.884671708E1,-3.700033948E-2,-1.566534191E-1,-1.029938981E-1
4.885678788E1,-3.541254625E-2,-1.495370120E-1,-9.422680736E-2
4.886685868E1,-3.191676736E-2,-1.453865469E-1,-1.000551879E-1
4.887689897E1,-2.847647853E-2,-1.422977746E-1,-1.156050265E-1
4.888700028E1,-2.219707519E-2,-1.402783990E-1,-1.301772296E-1
4.889707108E1,-1.699114218E-2,-1.412616372E-1,-1.398828924E-1
4.890790482E1,-1.385945641E-2,-1.403908283E-1,-1.456938237E-1
4.892755815E1,-1.968355477E-2,-1.379599422E-1,-1.378469914E-1
4.893762895E1,-2.279341780E-2,-1.335166544E-1,-1.309935898E-1
4.894779130E1,-2.796495706E-2,-1.263120174E-1,-1.250995249E-1
4.895798417E1,-2.934445627E-2,-1.173602492E-1,-1.230719462E-1
4.897763749E1,-1.968326792E-2,-1.078829989E-1,-1.413135976E-1
4.898767777E1,-1.542085689E-2,-1.054066047E-1,-1.528248936E-1
4.899777909E1,-1.217460353E-2,-1.060302928E-1,-1.613932997E-1
4.900784989E1,-8.991557173E-3,-1.059072614E-1,-1.650652438E-1
4.901792069E1,-8.776842616E-3,-1.049539447E-1,-1.667752713E-1
4.902799150E1,-9.583873674E-3,-1.031823978E-1,-1.674902141E-1
4.903803178E1,-1.140776370E-2,-1.025703400E-1,-1.662332416E-1
4.904810258E1,-1.034453139E-2,-1.040664017E-1,-1.659281552E-1
4.905820390E1,-9.309330024E-3,-1.037738919E-1,-1.704621762E-1
4.906827470E1,-5.381082650E-3,-1.026204303E-1,-1.769281775E-1
4.907831498E1,-5.312654539E-4,-9.868735075E-2,-1.814289540E-1
4.908866044E1,5.219728686E-3,-9.392035753E-2,-1.820191890E-1
4.910852738E1,1.745748706E-2,-8.476669341E-2,-1.812078208E-1
4.911859818E1,2.102410980E-2,-8.236770332E-2,-1.778517812E-1
4.912866899E1,2.355124429E-2,-8.012147993E-2,-1.744741201E-1
4.913873979E1,2.797022834E-2,-7.706419379E-2,-1.730193198E-1
4.914884110E1,3.233206272E-2,-7.510779053E-2,-1.744641513E-1
4.915888139E1,3.562175110E-2,-7.233752310E-2,-1.788069606E-1
4.916898271E1,3.974411264E-2,-6.874216348E-2,-1.831314862E-1
4.917905351E1,4.368472472E-2,-6.529374421E-2,-1.854924262E-1
4.918909379E1,4.449019581E-2,-6.393194199E-2,-1.839503348E-1
4.919919511E1,4.409666732E-2,-6.172956526E-2,-1.804504842E-1
4.920926591E1,4.348317906E-2,-5.862344056E-2,-1.750011742E-1
4.921930619E1,4.074057937E-2,-5.461388081E-2,-1.656596363E-1
4.922937699E1,3.788837045E-2,-5.462021753E-2,-1.572732776E-1
4.923944779E1,3.882810101E-2,-5.662879348E-2,-1.556929350E-1
4.924951859E1,4.068825766E-2,-5.970415473E-2,-1.618829519E-1
4.925961991E1,4.343187436E-2,-6.377201527E-2,-1.778027266E-1
4.926996537E1,4.607983679E-2,-6.591598690E-2,-1.927498728E-1
4.929001542E1,4.623822495E-2,-7.228421420E-2,-1.866396517E-1
4.930017777E1,4.275570065E-2,-7.646429539E-2,-1.694812179E-1
4.931034013E1,4.114722461E-2,-8.163542300E-2,-1.620517075E-1
4.932050248E1,4.045930877E-2,-8.486281335E-2,-1.594904214E-1
4.934018632E1,3.998706490E-2,-8.350370824E-2,-1.631324291E-1
4.935028764E1,3.926911578E-2,-7.987063378E-2,-1.557178795E-1
4.936035844E1,3.663123399E-2,-7.524017990E-2,-1.512245983E-1
4.937039872E1,3.597734869E-2,-7.351030409E-2,-1.564644128E-1
4.938050004E1,3.535656258E-2,-7.466605306E-2,-1.714364737E-1
4.939054032E1,3.283760697E-2,-7.385582477E-2,-1.844657660E-1
4.940061112E1,2.843675576E-2,-7.011914253E-2,-1.809534281E-1
4.941068193E1,2.119185403E-2,-6.539838761E-2,-1.531183422E-1
4.942081376E1,1.307011675E-2,-6.260962039E-2,-1.252815872E-1
4.943097611E1,6.021666341E-3,-6.367620081E-2,-1.100958735E-1
4.944113847E1,1.997869927E-3,-6.566970795E-2,-1.250720918E-1
4.945200272E1,-1.920557232E-3,-6.566306204E-2,-1.536728293E-1
4.947168656E1,-7.474762388E-3,-6.849942356E-2,-1.991992593E-1
4.949124833E1,-1.847821660E-2,-7.611244172E-2,-2.028903067E-1
4.950131913E1,-2.085896395E-2,-8.182880282E-2,-2.003556192E-1
4.951138993E1,-2.111407369E-2,-8.458494395E-2,-2.007380128E-1
4.952146073E1,-1.824929379E-2,-8.536212146E-2,-1.962530613E-1
4.953153153E1,-1.615909487E-2,-8.709147573E-2,-1.839794368E-1
4.954160234E1,-1.390164532E-2,-8.785805851E-2,-1.668326259E-1
4.955167314E1,-8.601252921E-3,-8.960829675E-2,-1.574611515E-1
4.956177445E1,-5.169251934E-3,-9.431377798E-2,-1.636470109E-1
4.957181474E1,-2.632374875E-3,-9.699188173E-2,-1.824897081E-1
4.958188554E1,-5.460733519E-5,-9.867529571E-2,-1.984186321E-1
4.959198686E1,1.571766334E-3,-1.003496796E-1,-2.036443055E-1
4.960205766E1,2.265814692E-3,-1.009332687E-1,-1.952712536E-1
4.961212846E1,4.918297287E-3,-9.951847047E-2,-1.771792471E-1
4.962216874E1,7.578937337E-3,-9.707531333E-2,-1.590963751E-1
4.963254472E1,9.258047678E-3,-9.558279067E-2,-1.449107230E-1
4.965238114E1,1.160533167E-2,-9.534991533E-2,-1.321374923E-1
4.966245194E1,1.322531421E-2,-9.756184369E-2,-1.355010122E-1
4.967252274E1,1.480373181E-2,-1.016141176E-1,-1.505620331E-1
4.968259355E1,1.244428940E-2,-1.055383682E-1,-1.656479985E-1
4.969266435E1,1.099961158E-2,-1.074367836E-1,-1.758890301E-1
4.970273515E1,8.531993255E-3,-1.063082665E-1,-1.764227301E-1
4.971280595E1,5.042891484E-3,-1.051062867E-1,-1.701637208E-1
4.972287675E1,2.484815661E-3,-1.047885120E-1,-1.541940719E-1
4.973291703E1,1.829891233E-3,-1.053955853E-1,-1.440744102E-1
4.974301835E1,1.130959019E-3,-1.049878225E-1,-1.388296187E-1
4.975308915E1,-5.909126485E-4,-1.026137769E-1,-1.413759440E-1
4.976315995E1,-4.307848401E-3,-1.002322510E-1,-1.497639716E-1
4.977323075E1,-9.038630873E-3,-9.785592556E-2,-1.601005942E-1
4.978339311E1,-1.282352768E-2,-9.453314543E-2,-1.665425003E-1
4.979361650E1,-1.467388961E-2,-9.222602099E-2,-1.681128591E-1
4.980374833E1,-1.458202861E-2,-9.093332291E-2,-1.657868326E-1
4.981409379E1,-1.352274511E-2,-8.870704472E-2,-1.644267887E-1
4.983365556E1,-1.333372295E-2,-8.147497475E-2,-1.558475643E-1
4.984372636E1,-1.220107637E-2,-7.553727180E-2,-1.505637020E-1
4.985379716E1,-1.000753418E-2,-7.066033036E-2,-1.481786370E-1
4.986389848E1,-6.732600741E-3,-6.686161458E-2,-1.564694047E-1
4.987393876E1,-3.349128645E-3,-6.317865849E-2,-1.676547974E-1
4.988400956E1,1.093809260E-3,-5.767594278E-2,-1.720051020E-1
4.989408036E1,3.643260105E-3,-5.329281092E-2,-1.753503382E-1
4.990418168E1,8.162419312E-3,-5.098464713E-2,-1.776996404E-1
4.991425248E1,1.268017665E-2,-4.978173226E-2,-1.771060824E-1
4.992438432E1,1.620118134E-2,-4.774187878E-2,-1.706508845E-1
4.993457719E1,2.065045759E-2,-4.196607694E-2,-1.670878381E-1
4.994477006E1,2.406567521E-2,-3.636713326E-2,-1.625214070E-1
4.995490190E1,2.643680759E-2,-2.806037478E-2,-1.627840996E-1
4.996509477E1,2.874455228E-2,-2.094490081E-2,-1.659273207E-1
4.998471757E1,3.322287276E-2,-6.077365018E-3,-1.760478169E-1
4.999561234E1,3.530787677E-2,-2.832722967E-4,-1.791353375E-1
5.001492997E1,3.898293525E-2,7.615307346E-3,-1.793514937E-1
5.002500077E1,3.860219195E-2,1.054259297E-2,-1.783971190E-1
5.003504106E1,3.805440292E-2,1.120640151E-2,-1.793365031E-1
5.004511186E1,3.833923489E-2,1.355030946E-2,-1.812053323E-1
5.005521318E1,4.044320062E-2,1.663492061E-2,-1.830367148E-1
5.006528398E1,4.049193487E-2,2.145179734E-2,-1.819136143E-1
5.007535478E1,4.043083638E-2,2.606209181E-2,-1.788119376E-1
5.008542558E1,3.929836676E-2,2.757010423E-2,-1.785974652E-1
5.009552690E1,3.710243851E-2,2.890063450E-2,-1.812743247E-1
5.010556718E1,3.871540353E-2,3.102901950E-2,-1.858682036E-1
5.011563798E1,3.929400444E-2,3.396690264E-2,-1.875158697E-1
5.012567826E1,3.884576634E-2,3.575923294E-2,-1.891336292E-1
5.013577958E1,3.739729524E-2,3.837040812E-2,-1.878076494E-1
5.014585038E1,3.496407345E-2,4.082383960E-2,-1.864517778E-1
5.015592118E1,3.058998100E-2,4.213358462E-2,-1.831190139E-1
5.016593095E1,2.722864226E-2,4.427049309E-2,-1.787861735E-1
5.017627641E1,2.486680821E-2,4.815337807E-2,-1.744142622E-1
5.019620438E1,2.518099733E-2,5.935282260E-2,-1.714198589E-1
5.020624467E1,2.395479940E-2,6.469634175E-2,-1.718197167E-1
5.021634599E1,2.180599235E-2,6.986600906E-2,-1.702393740E-1
5.022641679E1,1.972597651E-2,7.394362986E-2,-1.666896343E-1
5.023648759E1,1.771839149E-2,7.694947720E-2,-1.621481329E-1
5.024655839E1,1.675052755E-2,7.983934879E-2,-1.634200662E-1
5.025662919E1,1.778806746E-2,8.162502944E-2,-1.705053896E-1
5.026669999E1,1.694069244E-2,8.523940295E-2,-1.843768060E-1
5.027683183E1,1.711999625E-2,8.774062991E-2,-1.846012473E-1
5.028702470E1,1.832172275E-2,9.107775986E-2,-1.731265485E-1
5.029718705E1,1.956740394E-2,9.426805377E-2,-1.606534272E-1
5.030734941E1,2.182417735E-2,9.731307626E-2,-1.588544548E-1
5.031754228E1,2.508939430E-2,9.831024706E-2,-1.648216695E-1
5.033716508E1,3.070506454E-2,1.009172648E-1,-1.854533702E-1
5.034726640E1,3.011290543E-2,1.044398844E-1,-1.855190545E-1
5.035822221E1,2.951913327E-2,1.097683236E-1,-1.826435030E-1
5.036838456E1,2.892073989E-2,1.159158424E-1,-1.855822206E-1
5.038754960E1,3.159379959E-2,1.316076219E-1,-2.098684162E-1
5.039762040E1,3.291003779E-2,1.391416788E-1,-2.117471844E-1
5.040769120E1,3.226077557E-2,1.454716623E-1,-1.931605488E-1
5.041782304E1,3.159083799E-2,1.486725509E-1,-1.725970060E-1
5.042798539E1,3.186823800E-2,1.487367600E-1,-1.675658524E-1
5.043814774E1,3.212049231E-2,1.476487815E-1,-1.771060824E-1
5.044837113E1,3.332050145E-2,1.464154124E-1,-2.041372955E-1
5.045853349E1,3.643696755E-2,1.479906589E-1,-2.243466675E-1
5.047818681E1,3.865435719E-2,1.516734064E-1,-2.248263508E-1
5.048825761E1,3.483184054E-2,1.509020478E-1,-2.099689841E-1
5.049832841E1,3.291320801E-2,1.519625932E-1,-1.989914179E-1
5.050836869E1,3.484322131E-2,1.558177471E-1,-1.948115528E-1
5.051847001E1,3.770114481E-2,1.614923328E-1,-1.935396194E-1
5.052851029E1,4.050986096E-2,1.680101901E-1,-1.883621663E-1
5.053888627E1,4.229496419E-2,1.743574291E-1,-1.860859990E-1
5.055875321E1,4.475957155E-2,1.826087981E-1,-2.135769278E-1
5.056879350E1,4.448331147E-2,1.874148697E-1,-2.355595231E-1
5.057889482E1,4.418985546E-2,1.949238628E-1,-2.555693984E-1
5.058893510E1,4.194201902E-2,2.070660293E-1,-2.599870265E-1
5.059903642E1,3.775310144E-2,2.199117839E-1,-2.497767508E-1
5.060907670E1,3.260956705E-2,2.315178514E-1,-2.298042923E-1
5.061914750E1,2.846647613E-2,2.428388596E-1,-2.117422074E-1
5.062924882E1,2.727155760E-2,2.519369423E-1,-1.994835585E-1
5.063928910E1,2.708050981E-2,2.588325143E-1,-1.959504485E-1
5.064939042E1,2.886821143E-2,2.625216246E-1,-2.001677454E-1
5.065943070E1,3.068802319E-2,2.630552351E-1,-2.131147236E-1
5.066950151E1,3.059424087E-2,2.633495033E-1,-2.347930521E-1
5.067960282E1,2.858395316E-2,2.643687129E-1,-2.593668699E-1
5.068964311E1,2.466100641E-2,2.661169767E-1,-2.809961438E-1
5.069974443E1,1.980604418E-2,2.724912167E-1,-2.782818973E-1
5.070981522E1,1.597059332E-2,2.805532813E-1,-2.590035796E-1
5.072016068E1,1.510414947E-2,2.864039838E-1,-2.367832214E-1
5.074002763E1,1.740877703E-2,2.914249599E-1,-2.126940638E-1
5.075009843E1,1.862707734E-2,2.935236096E-1,-2.079114765E-1
5.076016923E1,1.988559030E-2,2.953270674E-1,-2.108892649E-1
5.077027055E1,1.924152486E-2,2.978428602E-1,-2.216299325E-1
5.078040238E1,1.767022721E-2,2.991438508E-1,-2.352760285E-1
5.079056474E1,1.420663577E-2,2.992472649E-1,-2.469643950E-1
5.080072709E1,1.274236944E-2,2.991632819E-1,-2.567008138E-1
5.081088944E1,1.327950601E-2,2.988947630E-1,-2.635143399E-1
5.082105180E1,1.289273519E-2,2.975160480E-1,-2.615748644E-1
5.084073564E1,1.514919754E-2,2.925622165E-1,-2.314611226E-1
5.085080644E1,1.875452884E-2,2.890700102E-1,-2.217828780E-1
5.086090776E1,2.335837856E-2,2.856038511E-1,-2.208867222E-1
5.087094804E1,2.895892970E-2,2.821882665E-1,-2.268281728E-1
5.088101884E1,3.555342928E-2,2.807999551E-1,-2.269670069E-1
5.089105912E1,4.118598625E-2,2.794779539E-1,-2.310271561E-1
5.090195390E1,4.681651294E-2,2.762808800E-1,-2.302540243E-1
5.092160722E1,5.505297333E-2,2.720538974E-1,-2.268630713E-1
5.094168778E1,5.999325216E-2,2.671625018E-1,-2.177800685E-1
5.095188066E1,6.125607342E-2,2.643875182E-1,-2.171940058E-1
5.096204301E1,6.232816726E-2,2.617308795E-1,-2.166519761E-1
5.098172685E1,6.195755675E-2,2.548734248E-1,-2.088940889E-1
5.099179765E1,6.249547005E-2,2.516611516E-1,-2.045970112E-1
5.100189897E1,6.387172639E-2,2.476198375E-1,-2.061781734E-1
5.101193925E1,6.513802707E-2,2.447160929E-1,-2.107213289E-1
5.102204057E1,6.436812133E-2,2.439215183E-1,-2.153052390E-1
5.103211137E1,6.254021078E-2,2.422977835E-1,-2.170086056E-1
5.104215165E1,5.966472253E-2,2.417803407E-1,-2.187469006E-1
5.105222245E1,5.672522634E-2,2.404401004E-1,-2.185748219E-1
5.106229325E1,5.275629833E-2,2.392281890E-1,-2.174641788E-1
5.107236405E1,4.971221462E-2,2.381408662E-1,-2.163842916E-1
5.108270951E1,4.760159552E-2,2.381397933E-1,-2.182539403E-1
5.110257646E1,5.010677502E-2,2.374612540E-1,-2.249926031E-1
5.111264726E1,5.084878206E-2,2.357805818E-1,-2.230481505E-1
5.112271806E1,5.062333867E-2,2.322416753E-1,-2.191816717E-1
5.113275834E1,4.848097265E-2,2.278317809E-1,-2.153376639E-1
5.114285966E1,4.638043419E-2,2.235336900E-1,-2.173536122E-1
5.115293046E1,4.433570057E-2,2.183799297E-1,-2.232842594E-1
5.116300126E1,4.236011952E-2,2.114181519E-1,-2.272912115E-1
5.117304154E1,4.143714532E-2,2.055754066E-1,-2.293728292E-1
5.118311234E1,3.962351754E-2,1.998874694E-1,-2.246667445E-1
5.119321366E1,3.595126793E-2,1.943692714E-1,-2.199830860E-1
5.120328446E1,3.431471065E-2,1.890095025E-1,-2.094843388E-1
5.121332475E1,3.374068066E-2,1.838330775E-1,-2.058157176E-1
5.122339555E1,3.519564867E-2,1.778619140E-1,-2.060609609E-1
5.123346635E1,3.672454879E-2,1.740224510E-1,-2.004886270E-1
5.124353715E1,3.734788299E-2,1.722995937E-1,-1.939660758E-1
5.125360795E1,3.511412814E-2,1.707436740E-1,-1.903806031E-1
5.126398393E1,3.390679136E-2,1.712831557E-1,-1.926509440E-1
5.128394242E1,2.970259637E-2,1.757153869E-1,-1.962721646E-1
5.129413529E1,3.059080988E-2,1.785861552E-1,-1.898344308E-1
5.130432816E1,3.248590976E-2,1.806012690E-1,-1.824415028E-1
5.131449052E1,3.245748580E-2,1.797919124E-1,-1.740892231E-1
5.133420487E1,2.759520151E-2,1.717403829E-1,-1.749454886E-1
5.134427568E1,2.568384074E-2,1.693973541E-1,-1.899923682E-1
5.135434648E1,2.865835652E-2,1.691545546E-1,-2.079746723E-1
5.136441728E1,3.067913838E-2,1.700200886E-1,-2.191625535E-1
5.137448808E1,2.979872003E-2,1.690501273E-1,-2.177177221E-1
5.138455888E1,2.699945495E-2,1.672159135E-1,-2.114196569E-1
5.139462968E1,2.422736771E-2,1.654763818E-1,-2.099972665E-1
5.140470048E1,2.440802194E-2,1.647807062E-1,-2.124770880E-1
5.141477128E1,2.656747960E-2,1.641416252E-1,-2.130191177E-1
5.142493363E1,2.778219618E-2,1.645084321E-1,-2.096780390E-1
5.143512651E1,2.998841554E-2,1.648948938E-1,-2.112076581E-1
5.144599076E1,3.414652497E-2,1.672345698E-1,-2.215002328E-1
5.146564408E1,3.757478297E-2,1.718737781E-1,-2.323780507E-1
5.148529740E1,4.482207447E-2,1.831472367E-1,-2.277160287E-1
5.149536820E1,4.791744053E-2,1.881943345E-1,-2.166370153E-1
5.150540849E1,5.000088364E-2,1.912291199E-1,-2.084842473E-1
5.151547929E1,4.814667627E-2,1.932255924E-1,-2.022826076E-1
5.152555009E1,4.526786879E-2,1.941901743E-1,-1.999823451E-1
5.153562089E1,4.526101053E-2,1.950980574E-1,-2.045005858E-1
5.154569169E1,4.715813696E-2,1.950059235E-1,-2.119458765E-1
5.155576249E1,4.998748004E-2,1.929319203E-1,-2.174558640E-1
5.156583329E1,5.179929361E-2,1.888871491E-1,-2.229749858E-1
5.157590409E1,5.453090742E-2,1.848326176E-1,-2.314228714E-1
5.158597489E1,5.525093153E-2,1.807647943E-1,-2.282098085E-1
5.159604569E1,5.299104005E-2,1.776769459E-1,-2.211161703E-1
5.160611650E1,4.776052758E-2,1.765472442E-1,-2.033333927E-1
5.161618730E1,4.346525669E-2,1.744584739E-1,-1.982099712E-1
5.162653276E1,4.205585644E-2,1.733497530E-1,-1.979605854E-1
5.164639970E1,3.722807020E-2,1.721225381E-1,-1.916550100E-1
5.165647050E1,3.673587739E-2,1.748813391E-1,-1.943509877E-1
5.166654130E1,3.721424937E-2,1.785774827E-1,-1.990014017E-1
5.167661210E1,3.866599500E-2,1.831966788E-1,-2.056037337E-1
5.168668290E1,4.303915054E-2,1.877653599E-1,-2.151323259E-1
5.169675370E1,4.547107592E-2,1.922819912E-1,-2.236940861E-1
5.170682450E1,4.498943314E-2,1.967468262E-1,-2.283710837E-1
5.171689530E1,4.354464635E-2,2.011468858E-1,-2.272172272E-1
5.172696610E1,4.017639905E-2,2.045367062E-1,-2.163410634E-1
5.173703691E1,3.683948144E-2,2.088486105E-1,-2.064425349E-1
5.174710771E1,3.549528494E-2,2.111946493E-1,-2.101701796E-1
5.175717851E1,3.711750358E-2,2.115574330E-1,-2.275239676E-1
5.176724931E1,4.267394170E-2,2.128732502E-1,-2.312632650E-1
5.177732011E1,4.534637555E-2,2.131928802E-1,-2.311161011E-1
5.178745194E1,4.706923664E-2,2.115481049E-1,-2.270867079E-1
5.179764482E1,4.783311486E-2,2.060163468E-1,-2.259843796E-1
5.180799027E1,4.763910547E-2,2.004874349E-1,-2.287801057E-1
5.181800004E1,4.746140912E-2,1.949848235E-1,-2.296388596E-1
5.182816239E1,4.923539609E-2,1.904494762E-1,-2.275888175E-1
5.184781571E1,5.180521682E-2,1.804658324E-1,-2.137872428E-1
5.185788651E1,5.354547873E-2,1.740599722E-1,-2.059312761E-1
5.186795732E1,5.524459481E-2,1.667228192E-1,-2.048971206E-1
5.187805863E1,5.591811612E-2,1.604337692E-1,-2.048480511E-1
5.188806840E1,5.749617144E-2,1.522842944E-1,-2.057866156E-1
5.189820024E1,5.899602920E-2,1.442511231E-1,-2.067409754E-1
5.190827104E1,6.041057408E-2,1.402599812E-1,-2.057658583E-1
5.191831132E1,5.979502946E-2,1.383805722E-1,-2.038330287E-1
5.192844316E1,6.105173007E-2,1.366794109E-1,-2.038596272E-1
5.193860551E1,5.836136639E-2,1.361240894E-1,-2.087652385E-1
5.194879838E1,5.660655722E-2,1.347762346E-1,-2.127082050E-1
5.195896073E1,5.677084252E-2,1.336179674E-1,-2.127688676E-1
5.196912917E1,5.691071600E-2,1.336282343E-1,-2.118677348E-1
5.198957595E1,5.903691798E-2,1.332677752E-1,-2.091202140E-1
5.200895461E1,6.196727231E-2,1.336548924E-1,-2.112741619E-1
5.201905593E1,6.192243472E-2,1.355778277E-1,-2.113913894E-1
5.202909621E1,6.088790298E-2,1.367121190E-1,-2.056785524E-1
5.203913650E1,5.983301252E-2,1.379708499E-1,-1.970527917E-1
5.204923781E1,5.682742968E-2,1.374071389E-1,-1.913507432E-1
5.205930861E1,5.285521969E-2,1.359808743E-1,-1.914895773E-1
5.206934890E1,4.987795651E-2,1.336784959E-1,-1.916317344E-1
5.207945022E1,4.596170783E-2,1.314494312E-1,-1.956686229E-1
5.208949050E1,4.404047877E-2,1.302695125E-1,-1.977585703E-1
5.209959182E1,4.314306751E-2,1.291261464E-1,-1.930391490E-1
5.210963210E1,4.230733216E-2,1.309410036E-1,-1.883189380E-1
5.211973342E1,4.152843729E-2,1.308102012E-1,-1.904105246E-1
5.212980422E1,4.176972806E-2,1.345032007E-1,-1.973661780E-1
5.213987502E1,4.109885171E-2,1.381417662E-1,-2.023757100E-1
5.214994582E1,4.048720747E-2,1.417020112E-1,-1.957110316E-1
5.216001662E1,3.798540309E-2,1.412829757E-1,-1.871035397E-1
5.217039260E1,3.359811008E-2,1.388585418E-1,-1.736295074E-1
5.219019851E1,2.599355951E-2,1.310381591E-1,-1.875449717E-1
5.220029982E1,2.861294523E-2,1.276377290E-1,-2.052030414E-1
5.221040114E1,3.225927055E-2,1.261956543E-1,-2.170235813E-1
5.222044143E1,3.790289164E-2,1.238296106E-1,-2.142511159E-1
5.223051223E1,3.790289164E-2,1.238296106E-1,-2.142511159E-1
5.224058303E1,4.248346761E-2,1.124955416E-1,-1.814688593E-1
5.225065383E1,4.335022345E-2,1.094027832E-1,-1.796731949E-1
5.226075515E1,4.520318285E-2,1.073873490E-1,-1.934440136E-1
5.227082595E1,4.900647327E-2,1.074172333E-1,-2.052728683E-1
5.228089675E1,5.183306336E-2,1.046324745E-1,-2.073736191E-1
5.229105910E1,5.464178324E-2,1.009958610E-1,-2.016940415E-1
5.230125197E1,5.547237396E-2,9.748531878E-2,-1.969912648E-1
5.231141433E1,5.431605875E-2,9.409794211E-2,-2.010497600E-1
5.232160720E1,5.310783908E-2,9.178050607E-2,-2.060859054E-1
5.234119948E1,5.346260592E-2,9.135562181E-2,-2.113074213E-1
5.235212478E1,5.308274552E-2,9.224919975E-2,-2.046826184E-1
5.237147292E1,4.736321419E-2,9.134786576E-2,-1.953361034E-1
5.238157424E1,4.303297028E-2,8.765343577E-2,-1.965015978E-1
5.239164504E1,4.259584844E-2,8.214465529E-2,-2.035029978E-1
5.240171584E1,4.215748608E-2,7.677514851E-2,-2.066146284E-1
5.241178664E1,4.074938595E-2,6.770767272E-2,-1.999939829E-1
5.242188796E1,3.836209327E-2,6.078201532E-2,-1.914264113E-1
5.243205031E1,3.401782364E-2,5.405342951E-2,-1.916126311E-1
5.244224318E1,2.966253832E-2,4.846858606E-2,-2.005542964E-1
5.245240554E1,2.241878025E-2,4.503635690E-2,-2.017081529E-1
5.246256789E1,1.718000881E-2,4.276596010E-2,-1.931247860E-1
5.248228225E1,9.906996973E-3,3.483270109E-2,-1.983055770E-1
5.249235305E1,1.081298012E-2,3.207219765E-2,-2.042852640E-1
5.250242385E1,1.085241605E-2,3.140064701E-2,-2.102541327E-1
5.251249465E1,1.001990028E-2,2.796007320E-2,-2.132942826E-1
5.252256545E1,1.122292411E-2,2.079954930E-2,-2.124322057E-1
5.253291091E1,1.153331902E-2,1.383248996E-2,-2.115601450E-1
5.255277785E1,6.632999051E-3,4.365573172E-3,-2.049145550E-1
5.256284865E1,2.446938539E-3,-9.178292385E-5,-2.059478909E-1
5.257291945E1,-1.573169255E-3,-3.389681457E-3,-2.137747854E-1
5.258299026E1,-3.480685176E-3,-1.140438579E-2,-2.215858698E-1
5.259309157E1,-4.263632465E-3,-2.025729604E-2,-2.167334408E-1
5.260313186E1,-2.014236525E-3,-3.083207645E-2,-2.138138413E-1
5.261320266E1,1.275972347E-3,-4.204810038E-2,-2.176894695E-1
5.262327346E1,3.636661451E-3,-5.190429837E-2,-2.254448533E-1
5.263334426E1,5.016652867E-3,-6.233867630E-2,-2.254066020E-1
5.264341506E1,4.481958225E-3,-7.140701264E-2,-2.282763124E-1
5.265345534E1,2.080222359E-3,-8.193349838E-2,-2.350183278E-1
5.266355666E1,-2.880004467E-4,-9.206367284E-2,-2.359111756E-1
5.267359694E1,-1.663419418E-3,-1.008983850E-1,-2.280385792E-1
5.268366774E1,-5.908191204E-3,-1.064472198E-1,-2.201534957E-1
5.269373855E1,-8.170888759E-3,-1.117084846E-1,-2.171241790E-1
5.270380935E1,-1.038594078E-2,-1.185969263E-1,-2.189472467E-1
5.271415481E1,-1.158366445E-2,-1.241998374E-1,-2.246542573E-1
5.273405227E1,-1.481521409E-2,-1.373232603E-1,-2.409007549E-1
5.274409255E1,-1.684961095E-2,-1.477224827E-1,-2.446300536E-1
5.275419387E1,-1.883469895E-2,-1.615987122E-1,-2.454297841E-1
5.276426467E1,-2.173844725E-2,-1.769749373E-1,-2.442734241E-1
5.277433547E1,-2.555898577E-2,-1.928778291E-1,-2.411601245E-1
5.278446731E1,-2.833897248E-2,-2.083026469E-1,-2.409547865E-1
5.279466018E1,-3.104507364E-2,-2.212776244E-1,-2.456010431E-1
5.280482253E1,-3.270553052E-2,-2.337487489E-1,-2.473185360E-1
5.281501540E1,-3.332044929E-2,-2.456771284E-1,-2.392963022E-1
5.282517776E1,-3.289762139E-2,-2.599830925E-1,-2.293204665E-1
5.284483108E1,-3.187395260E-2,-2.859559059E-1,-2.268630713E-1
5.285493239E1,-3.225085139E-2,-2.956974208E-1,-2.227089703E-1
5.286500319E1,-3.354132175E-2,-3.068565726E-1,-2.127173245E-1
5.287507400E1,-3.670719638E-2,-3.194197416E-1,-2.027240396E-1
5.288511428E1,-3.979570419E-2,-3.295073807E-1,-1.956503391E-1
5.289643630E1,-3.988746181E-2,-3.390923142E-1,-1.866338551E-1
5.291557082E1,-3.887023777E-2,-3.538910449E-1,-1.725072265E-1
5.293562087E1,-3.469171375E-2,-3.677735925E-1,-1.642588675E-1
5.294581374E1,-3.353290632E-2,-3.759658039E-1,-1.659938246E-1
5.295597609E1,-3.139859438E-2,-3.846522570E-1,-1.648316383E-1
5.296616897E1,-3.219848126E-2,-3.899375200E-1,-1.520176828E-1
5.298582229E1,-4.063944146E-2,-4.010506570E-1,-1.342507005E-1
5.299589309E1,-4.536268860E-2,-4.069069326E-1,-1.409769207E-1
5.300596389E1,-4.911464453E-2,-4.104025662E-1,-1.555183679E-1
